reference,title,ssrn_id,ssrn_downloads,ssrn_url,prwp_id
World Bank Policy Research Working Paper No. 9257,"The Sooner, the Better: The Early Economic Impact of Non-Pharmaceutical Interventions During the COVID-19 Pandemic",3611386,561,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3611386,9257
World Bank Policy Research Working Paper No. 9255,The Insights and Illusions of Consumption Measurements,3607600,9,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3607600,9255
World Bank Policy Research Working Paper No. 9256,Pull Your Small Area Estimates Up by the Bootstraps,3607601,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3607601,9256
World Bank Policy Research Working Paper No. 9254,Does Better Information Curb Customs Fraud?,3607599,36,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3607599,9254
World Bank Policy Research Working Paper No. 9253,Covid-19 and Food Protectionism: The Impact of the Pandemic and Export Restrictions on World Food Markets,3605887,713,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3605887,9253
World Bank Policy Research Working Paper No. 9252,"Remote-Learning, Time-Use, and Mental Health of Ecuadorian High-School Studentsduring the Covid-19 Quarantine",3605886,200,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3605886,9252
World Bank Policy Research Working Paper No. 8071,Do Different Types of Assets Have Differential Effects on Child Education? Evidence from Tanzania,3605875,1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3605875,8071
World Bank Policy Research Working Paper No. 9251,Transformational Climate Finance: Donors'Willingness to Support Deep and Transformational Greenhouse Gas Emissions Reductions in Lower-Income Countries,3604700,32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3604700,9251
World Bank Policy Research Working Paper No. 9246,Lost Wages: The COVID-19 Cost of School Closures,3601422,549,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3601422,9246
World Bank Research and Policy Briefs No. 148256,An Opportunity to Build Legitimacy and Trust in Public Institutions in the Time of COVID-19,3602352,377,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3602352,NA
World Bank Research and Policy Briefs No. 148259,Causes and Impacts of Job Displacements and Public Policy Responses,3602353,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3602353,NA
World Bank Policy Research Working Paper No. 9248,Locking Crops to Unlock Investment: Experimental Evidence on Warrantage in Burkina Faso,3604697,116,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3604697,9248
World Bank Policy Research Working Paper No. 9249,"A Multiple-Arm, Cluster-Randomized Impact Evaluation of the Clean India (Swachh Bharat) Mission Program in Rural Punjab, India",3604698,89,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3604698,9249
World Bank Policy Research Working Paper No. 9247,Nowcasting Economic Activity in Times of COVID-19: An Approximation from the Google Community Mobility Report,3601423,259,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3601423,9247
World Bank Research and Policy Briefs No. 148384,Which Jobs are Most Vulnerable to COVID-19? What an Analysis of the European Union Reveals,3602354,268,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3602354,NA
World Bank Policy Research Working Paper No. 9250,Gender Bias and Intergenerational Educational Mobility: Theory and Evidence from China and India,3604699,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3604699,9250
World Bank Research and Policy Briefs No. 148535,Costs and Trade-Offs in the Fight Against the Covid-19 Pandemic: A Developing Country Perspective,3602355,239,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3602355,NA
World Bank Policy Research Working Paper No. 9243,Early-Life Access to a Basic Health Care Program and Adult Outcomes in Indonesia,3599573,3,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599573,9243
World Bank Policy Research Working Paper No. 9245,Study of the Distributional Performance of Piped Water Consumption Subsidies in 10 Developing Countries,3599575,13,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599575,9245
World Bank Policy Research Working Paper No. 9244,Cross-Region Transfers in a Monetary Union: Evidence from the US and Some Implications,3599574,15,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599574,9244
World Bank Policy Research Working Paper No. 9242,Determinants of Social Distancing and Economic Activity During COVID-19: A Global View,3599572,387,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599572,9242
World Bank Policy Research Working Paper No. 9241,Jobs' Amenability to Working from Home: Evidence from Skills Surveys for 53 Countries,3599548,389,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599548,9241
World Bank Policy Research Working Paper No. 9240,When Face-to-Face Interactions Become an Occupational Hazard: Jobs in the Time of COVID-19,3599547,235,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599547,9240
World Bank Policy Research Working Paper No. 9238,"Once NEET, Always NEET? A Synthetic Panel Approach to Analyze the Moroccan Labor Market",3599544,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599544,9238
World Bank Policy Research Working Paper No. 9239,Survival of Firms During Economic Crisis,3599546,190,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599546,9239
World Bank Policy Research Working Paper No. 9237,Migration and Asset Accumulation in South India: Comparing Gains to Internal and International Migration from Kerala,3599543,15,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3599543,9237
World Bank Policy Research Working Paper No. 9236,Financing Firms in Hibernation During the COVID-19 Pandemic,3596576,106,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3596576,9236
World Bank Policy Research Working Paper No. 9235,Welfare and Fiscal Implications from Increased Gasoline Prices in the Islamic Republic of Iran,3595768,17,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3595768,9235
World Bank Policy Research Working Paper No. 9233,Trade Facilitation in Services: A Conceptual and Empirical Analysis,3595766,30,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3595766,9233
World Bank Policy Research Working Paper No. 9234,Trade Facilitation in Services: Concepts and Empirical Importance,3595767,38,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3595767,9234
World Bank Policy Research Working Paper No. 9232,Cabinet Size and Governance in Sub-Saharan Africa,3594939,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3594939,9232
World Bank Policy Research Working Paper No. 9231,"Welfare Dynamics in India Over a Quarter Century: Poverty, Vulnerability, and Mobility During 1987-2012",3593915,19,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3593915,9231
World Bank Policy Research Working Paper No. 9229,Investment Facilitation and Mode 3 Trade in Services: Are Current Discussions Addressing the Key Issues?,3593891,31,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3593891,9229
World Bank Policy Research Working Paper No. 9228,Facilitating Trade in Services,3593890,15,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3593890,9228
World Bank Policy Research Working Paper No. 9227,Liberalizing Versus Facilitating Mode 4 Trade in Services,3593889,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3593889,9227
World Bank Policy Research Working Paper No. 9230,The Welfare Effects of Mobile Broadband Internet: Evidence from Nigeria,3593892,50,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3593892,9230
World Bank Research and Policy Briefs No. 147504,How Two Tests Can Help Contain COVID-19 and Revive the Economy,3590818,108,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3590818,NA
World Bank Policy Research Working Paper No. 9226,Demand-Driven Youth Training Programs: Experimental Evidence from Mongolia,3589887,3,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3589887,9226
World Bank Policy Research Working Paper No. 9225,How Does the World Bank Influence the Development Policy Priorities of Low-Income and Lower-Middle Income Countries?,3589886,81,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3589886,9225
World Bank Policy Research Working Paper No. 9223,Building Resilient Health Systems: Experimental Evidence from Sierra Leone and the 2014 Ebola Outbreak,3588054,12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3588054,9223
World Bank Policy Research Working Paper No. 9224,"Discriminatory Environment, Firms'Discriminatory Behavior, and Women's Employment in the Democratic Republic of Congo",3588055,13,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3588055,9224
World Bank Research and Policy Briefs No. 145050,The Fight Against Corruption: Taming Tigers and Swatting Flies,3586635,65,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586635,NA
World Bank Research and Policy Briefs No. 139479,Structural Change Rediscovered: The Role of Human and Physical Capital,3586632,47,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586632,NA
World Bank Research and Policy Briefs No. 147598,Financing Firms in Hibernation During the COVID-19 Pandemic,3586637,45,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586637,NA
World Bank Policy Research Working Paper No. 9222,Estimating Poverty Among Refugee Populations: A Cross-Survey Imputation Exercise for Chad,3587157,30,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3587157,9222
World Bank Research and Policy Briefs No. 143463,Using Big Data to Expand Financial Services: Benefits and Risks,3586634,112,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586634,NA
World Bank Research and Policy Briefs No. 142846,How Do Cultural Differences Affect Trade Reciprocity between Developed and Developing Countries?,3586633,25,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586633,NA
World Bank Research and Policy Briefs No. 147291,Macroeconomic Policy in the Time of COVID-19: A Primer for Developing Countries,3586636,707,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586636,NA
World Bank Research and Policy Briefs No. 138280,Financial Innovation and Additionality: The Power of Economic Analysis and Data Analytics,3586630,37,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586630,NA
World Bank Research and Policy Briefs No. 138279,Improving Governance Through Enhanced Citizen Engagement: The Case of Malaysia,3586629,62,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3586629,NA
World Bank Policy Research Working Paper No. 9219,Explaining Differences in the Returns to R&amp;D in Argentinathe Role of Contextual Factors and Complementarities,3584850,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3584850,9219
World Bank Policy Research Working Paper No. 9221,Incidence of Covid-19 and Connections with Air Pollution Exposure: Evidence from the Netherlands,3584842,349,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3584842,9221
World Bank Policy Research Working Paper No. 9220,Strengthening Public Health Systems: Policy Ideas from a Governance Perspective,3584840,51,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3584840,9220
World Bank Policy Research Working Paper No. 9218,Exporters Dynamics and the Role of Imports in Argentina,3584839,9,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3584839,9218
World Bank Policy Research Working Paper No. 9217,"""She Helps Me All the Time"": Underestimating Women's Economic Engagement in Rural Honduras",3582192,13,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3582192,9217
World Bank Policy Research Working Paper No. 9216,Who Benefits from Better Roads and Why? Mixed Methods Analysis of the Gender-Disaggregated Impacts of a Rural Roads Project in Vietnam,3581375,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3581375,9216
World Bank Policy Research Working Paper No. 9215,Leader Value Added: Assessing the Growth Contribution of Individual National Leaders,3578162,86,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3578162,9215
World Bank Policy Research Working Paper No. 9214,The Learning Challenge in the 21st Century,3575178,54,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3575178,9214
World Bank Policy Research Working Paper No. 9213,Spatial Gaps in Management Quality: Evidence from a Lagging Region in Croatia,3575174,14,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3575174,9213
World Bank Policy Research Working Paper No. 9212,"Price Controls: Good Intentions, Bad Outcomes",3575173,155,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3575173,9212
World Bank Policy Research Working Paper No. 9211,The Potential Impact of COVID-19 on GDP and Trade: A Preliminary Assessment,3573211,4769,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3573211,9211
World Bank Policy Research Working Paper No. 9209,Distributional Effects of Intergovernmental Transfers in Mexico,3572420,13,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3572420,9209
World Bank Policy Research Working Paper No. 9210,The Effects of Local Market Concentration and International Competition on Firm Productivity:  Evidence from Mexico,3572424,29,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3572424,9210
World Bank Policy Research Working Paper No. 9208,Moving Up the Ladder: An Analysis of IDA Graduation Policy,3571826,64,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571826,9208
World Bank Policy Research Working Paper No. 9206,The Globalization of Refugee Flows,3571825,40,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571825,9206
World Bank Policy Research Working Paper No. 9204,Financial Inclusion and Inclusive Growth: What Does it Mean for Sri Lanka?,3571022,74,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571022,9204
World Bank Policy Research Working Paper No. 9207,Sophisticated Policy with Naive Agents: Habit Formation and Piped Water in Vietnam,3571024,10,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571024,9207
World Bank Policy Research Working Paper No. 9205,What Do 50 Years of Census Records and Household Survey Data Tell Us about Human Opportunities and Welfare in Latin America?,3571023,32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571023,9205
World Bank Policy Research Working Paper No. 9203,Multidimensional Poverty Assessment of Internally Displaced Persons in Iraq,3570174,54,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3570174,9203
World Bank Policy Research Working Paper No. 9202,"Owe a Bank Millions, the Bank Has a Problem: Credit Concentration in Bad Times",3567482,21,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3567482,9202
World Bank Policy Research Working Paper No. 9200,Increasing Financial Inclusion in the Muslim World: Evidence from an Islamic Finance Marketing Experiment,3567480,34,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3567480,9200
World Bank Policy Research Working Paper No. 9201,Are Inflows of FDI Good for Russian Exporters?,3567481,19,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3567481,9201
World Bank Policy Research Working Paper No. 9199,Digital Trade in MENA: Regulatory Readiness Assessment,3564742,46,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3564742,9199
World Bank Policy Research Working Paper No. 9198,Using Mobile Phone Data to Reduce Spread of Disease,3564741,34,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3564741,9198
World Bank Policy Research Working Paper No. 9196,"Internet Job Search, Employment, and Wage Growth: Evidence from the Arab Republic of Egypt",3561986,29,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3561986,9196
World Bank Policy Research Working Paper No. 9197,Determinants of Global Value Chain Participation: Cross-Country Evidence,3561987,150,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3561987,9197
World Bank Policy Research Working Paper No. 9195,The Relationship between Female Labor Force Participation and Violent Conflicts in South Asia,3561985,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3561985,9195
World Bank Policy Research Working Paper No. 9194,"Demand for Information on Environmental Health Risk, Mode of Delivery, and Behavioral Change: Evidence from Sonargaon, Bangladesh",3560627,4,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3560627,9194
World Bank Policy Research Working Paper No. 9193,The Future of Work in Agriculture: Some Reflections,3560626,78,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3560626,9193
World Bank Policy Research Working Paper No. 9192,Customary Land Conversion and the Formation of the African City,3559886,12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3559886,9192
World Bank Policy Research Working Paper No. 9191,Determinants of International Buyout Investments,3559885,51,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3559885,9191
World Bank Policy Research Working Paper No. 9190,"Estimating Resiliency Benefits of Road Upgradation: Case of the East  Road in Malaita, Solomon Islands",3557614,8,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3557614,9190
World Bank Policy Research Working Paper No. 9189,What are the Empirical Determinants of International Tourist Arrivals and Expenditures?: An Empirical Application to the Case of São Tomé and Príncipe,3556242,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3556242,9189
World Bank Policy Research Working Paper No. 9187,Peer Effects on Violence: Experimental Evidence from El Salvador,3556228,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3556228,9187
World Bank Policy Research Working Paper No. 9188,Conflict and the Composition of Economic Activity in Afghanistan,3556240,59,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3556240,9188
World Bank Policy Research Working Paper No. 9186,Fear is What Weighs Most: Experiences of Women in Situations of Violence in Accessing Support Services in Brazil,3555500,12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3555500,9186
World Bank Policy Research Working Paper No. 9185,"Traffic, Air Pollution, and Distributional Impacts in Dar Es Salaam: A Spatial Analysis with New Satellite Data",3554094,42,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3554094,9185
World Bank Policy Research Working Paper No. 9184,Urban Agglomerations and Employment Transitions in Ethiopia,3554093,12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3554093,9184
World Bank Policy Research Working Paper No. 9183,Does the Internet Reduce Gender Gaps?: The Case of Jordan,3554092,32,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3554092,9183
World Bank Policy Research Working Paper No. 9182,Electricity Access and Structural Transformation: Evidence from Brazil's Electrification,3554091,24,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3554091,9182
World Bank Policy Research Working Paper No. 9180,Policy Challenges for Emerging and Developing Economies: Lessons from the Past Decade,3553574,48,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3553574,9180
World Bank Policy Research Working Paper No. 9181,"Prospects, Risks, and Vulnerabilities in Emerging and Developing Economies: Lessons from the Past Decade",3553575,16,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3553575,9181
World Bank Policy Research Working Paper No. 9178,Can this Time Be Different? Policy Options in Times of Rising Debt,3552292,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3552292,9178
World Bank Policy Research Working Paper No. 9177,Subdued Potential Growth: Sources and Remedies,3552291,27,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3552291,9177
World Bank Policy Research Working Paper No. 9179,"New Set of Indicators to Measure Population Remoteness and Dispersion: Estimates for 100 Countries, with Detailed Analysis of Pacific Island Countries",3552293,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3552293,9179
World Bank Policy Research Working Paper No. 9176,Short and Long-Run Labor Market Effects of Developing Country Exports: Evidence from Bangladesh,3551672,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551672,9176
World Bank Policy Research Working Paper No. 9175,Structural Reforms to Set the Growth Ambition,3551671,20,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551671,9175
World Bank Policy Research Working Paper No. 9172,Global Recessions,3548307,44,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548307,9172
World Bank Policy Research Working Paper No. 9171,The Distributive Impact of Taxes and Expenditures in Colombia,3548306,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548306,9171
World Bank Policy Research Working Paper No. 9174,Falling Short: A Global Survey of Electricity Tariff Design,3549004,79,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3549004,9174
World Bank Policy Research Working Paper No. 9173,When Elephants Make Peace: The Impact of the China-U.S. Trade Agreement on Developing Countries,3548308,137,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548308,9173
World Bank Policy Research Working Paper No. 9170,Incidence of the Digital Economy and Frictional Unemployment: International Evidence,3547925,92,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3547925,9170
World Bank Policy Research Working Paper No. 9168,Effect of Armed Conflict on Intimate Partner Violence: Evidence from the Boko Haram Insurgency in Nigeria,3547923,72,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3547923,9168
World Bank Policy Research Working Paper No. 9169,Learning from Power Sector Reform Experiences: The Case of Vietnam,3547924,48,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3547924,9169
World Bank Policy Research Working Paper No. 9164,Understanding the Cost of Achieving the Sustainable Development Goals,3545657,83,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3545657,9164
World Bank Policy Research Working Paper No. 9165,Returns to Low-Skilled International Migration: Evidence from the Bangladesh-Malaysia Migration Lottery Program,3545658,46,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3545658,9165
World Bank Policy Research Working Paper No. 9166,Benefits and Costs of Debt: The Dose Makes the Poison,3545659,33,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3545659,9166
World Bank Policy Research Working Paper No. 9167,Paying More for Less: Why Don't Households in Tanzania Take Advantage of Bulk Discounts?,3545660,12,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3545660,9167
World Bank Policy Research Working Paper No. 9162,Learning from Power Sector Reform: The Case of the Arab Republic of Egypt,3544434,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544434,9162
World Bank Policy Research Working Paper No. 9163,Mobilization Effects of Multilateral Development Banks,3544436,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544436,9163
World Bank Policy Research Working Paper No. 9161,Business Environment and Dual-Track Private Sector Development: China's Experience in Two Crucial Decades,3544433,22,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544433,9161
World Bank Policy Research Working Paper No. 0160,Identifying Urban Areas by Combining Human Judgment and Machine Learning: An Application to India,3543805,23,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3543805,160
World Bank Policy Research Working Paper No. 9158,The Upstream Tariff Simulator (UTAS): A Tool to Assess the Impact of Tariff Reform on Input Costs and Effective Protection Across Sectors,3542023,15,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3542023,9158
World Bank Policy Research Working Paper No. 9159,Modeling Uncertainty in Large Natural Resource Allocation Problems,3542024,41,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3542024,9159
World Bank Policy Research Working Paper No. 9155,Iraq's Universal Public Distribution System: Utilization and Impacts During Displacement,3541382,26,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3541382,9155
World Bank Policy Research Working Paper No. 9153,Understanding Decisions Made on Asylum Applications in Host Countries,3540981,18,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540981,9153
World Bank Policy Research Working Paper No. 9156,ICIO: Economic Analysis with Inter-Country Input-Output Tables in Stata,3541383,229,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3541383,9156
World Bank Policy Research Working Paper No. 9154,A Field Experiment on the Role of Socioemotional Skills and Gender for Hiring in Turkey,3540982,41,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540982,9154
World Bank Policy Research Working Paper No. 9157,Analyzing Female Employment Trends in South Asia,3541384,59,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3541384,9157
World Bank Policy Research Working Paper No. 9151,Getting the (Gender-Disaggregated) Lay of the Land: Impact of Survey Respondent Selection on Measuring Land Ownership and Rights,3540979,11,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540979,9151
World Bank Policy Research Working Paper No. 9149,Does Greater Regulatory Burden Lead to More Corruption? Evidence Using Firm-Level Survey Data for Developing Countries,3540977,176,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540977,9149
World Bank Policy Research Working Paper No. 9152,Are You Being Asked? Impacts of Respondent Selection on Measuring Employment,3540980,17,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540980,9152
World Bank Policy Research Working Paper No. 9150,Elite Capture of Foreign Aid: Evidence from Offshore Bank Accounts,3540978,498,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3540978,9150
World Bank Policy Research Working Paper No. 9148,Emerging and Developing Economies: Ten Years after the Global Recession,3537946,45,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3537946,9148
World Bank Policy Research Working Paper No. 9147,Digital Platforms and the Demand for International Tourism Services,3537945,70,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3537945,9147
World Bank Policy Research Working Paper No. 9146,The Role of Historical Christian Missions in the Location of World Bank Aid in Africa,3537304,17,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3537304,9146
